identifier	metabolite_name	rt_lib	inchikey	ion_mod
ACMG_aqC18_POS_0673	LO65_Pimelic acid	226.79999999999998	XQCZBXHVTFVIFE-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0674	MS5026_Doxylamine succinate	227.4	WLFXSECCHULRRO-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0675	MS5038_Methyl nicotinate	227.4	YCIMNLLNPGFGHC-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0676	LO481_3-Methyladipic acid	228.0	QIGBRXMKCJKVMJ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0677	LO58_Sucralose	228.0	GHMLBKRAJCXXBS-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0678	MS5045_Cinchonidine	228.6	IEMMBWWQXVXBEU-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0679	LO48_D-Biotin	228.6	PLIKAWJENQZMHA-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0680	LO37_Isovanillic acid	228.9	IGJQUJNPMOYEJY-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0681	MS5039_Phenylac-Gly-OH	229.2	CDAWCLOXVUBKRW-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0682	MS5041_Atropine	229.2	HJFZAYHYIWGLNL-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0683	MS5045_Caffeine	229.2	KVFIJIWMDBAGDP-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0684	LL123_3,3-dimethylpentanedioate	229.8	OXQOBQJCDNLAPO-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0685	LO34_2-Methylhippuric acid	229.8	QWVGKYWNOKOFNN-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0686	LO69_Ortho-Hydroxyphenylacetic acid	229.8	IWDCLRJOBJJRNH-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0687	MS5039_2-Picolinic acid methyl ester	230.39999999999998	RDOXTESZEPMUJZ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0688	LO01_Syringic acid	231.0	RNVCVTLRINQCPJ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0689	MS5041_2,3-Dimethylpyrazine	231.6	WGQKYBSKWIADBV-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0690	LO306_Syringic acid	232.20000000000002	AFBPFSWMIHJQDM-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0691	LO315_ortho-Hydroxyphenylacetic acid	232.20000000000002	OISVCGZHLKNMSJ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0692	LO490_2-Hydroxyphenylacetic acid	232.20000000000002	RBNPOMFGQQGHHO-REOHCLBHSA-N	positive
ACMG_aqC18_POS_0693	LIM3309_5-Methyltryptophan	232.20000000000002	ZBCBWPMODOFKDW-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0694	MS5202_Mangiferin	232.20000000000002	MTCFGRXMJLQNBG-UWTATZPHSA-N	positive
ACMG_aqC18_POS_0695	MS5039_2,6-Dimethylpyrazine	232.20000000000002	OEYIOHPDSNJKLS-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0696	LIM3309_Riboflavin (B2)	233.39999999999998	PPBRXRYQALVLMV-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0697	MS5009_Diethyl tartrate	233.4	YSIKHBWUBSFBRZ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0698	MS5011_Mesifurane	233.7	LPEKGGXMPWTOCB-GSVOUGTGSA-N	positive
ACMG_aqC18_POS_0699	LO68_L-Leucyl-L-alanine Hydrate	234.0	UZCXPYDBYUEZCV-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0700	MS5037_3-Hydroxybenzaldehyde	234.60000000000002	QWCKQJZIFLGMSD-GSVOUGTGSA-N	positive
ACMG_aqC18_POS_0701	MS5044_2-Acetylpyrrole	234.60000000000002	ZSIAUFGUXNUGDI-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0702	LO06_3,5-Diiodotyrosine Dihydrate	234.60000000000002	IUGYQRQAERSCNH-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0703	LO09_Phloretic acid	234.9	UUIQMZJEGPQKFD-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0704	LO317_3-Oxindole-3-acetic acid	235.2	FKRCODPIKNYEAC-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0705	LIM3313_Hydroxyhippuric acid 	235.2	DYDCUQKUCUHJBH-UWTATZPHSA-N	positive
ACMG_aqC18_POS_0706	MS5007_Triamterene	235.2	IPWFJLQDVFKJDU-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0707	MS5027_Ritalinic Acid	235.2	SANOUVWGPVYVAV-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0708	LO01_2,6-Dimethoxybenzoic acid	235.2	MBHINSULENHCMF-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0709	MS5004_trans-2-Hexenal	235.8	UFLHIIWVXFIJGU-ARJAWSKDSA-N	positive
ACMG_aqC18_POS_0710	MS5019_Isovanilline	235.8	QQZOPKMRPOGIEB-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0711	MS5035_Tropic acid	235.8	NTIZESTWPVYFNL-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0712	LO63_Vanillin	235.8	FTZILAQGHINQQR-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0713	LO321_Salicyluric acid	236.4	HYTRYEXINDDXJK-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0714	MS5010_Maple furanone	236.4	JARKCYVAAOWBJS-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0715	LO315_Desaminotyrosine	237.0	FCWYQRVIQDNGBI-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0716	LO488_3-(4-hydroxyphenyl)propanoic acid	237.0	RINCXYDBBGOEEQ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0717	MS5045_Phenol	237.0	PAFZNILMFXTMIY-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0718	LO65_Ethyl gallate	237.0	XUWHAWMETYGRKB-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0719	LO313_Quinine	237.3	JHIVVAPYMSGYDF-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0720	LIM3312_Aspartame	237.6	MBDOYVRWFFCFHM-SNAWJCMRSA-N	positive
ACMG_aqC18_POS_0721	MS5023_Ethyl levulinate	237.6	XPFVYQJUAUNWIW-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0722	MS5035_2,6-Dimethylaniline	237.6	BGLUXFNVVSVEET-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0723	MS5042_Sesamol	237.6	HLPIHRDZBHXTFJ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0724	MS5002_Ethyl maltol	238.20000000000002	GSNUFIFRDBKVIE-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0725	MS5011_Monomethyl adipate 	238.5	HYBBIBNJHNGZAN-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0726	LO318_4-Cresol-glucuronide	238.8	GRFNBEZIAWKNCO-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0727	MS5026_4-Acetylphenol	239.4	ISWSIDIOOBJBQZ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0728	MS5040_2-Ethylpyrazine	240.0	HHVIBTZHLRERCL-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0729	LO37_(S)-Leucic acid	240.0	PAYRUJLWNCNPSJ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0730	MS5028_Syringaldehyde	240.6	ALRHLSYJTWAHJZ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0731	LO312_Harman	241.2	RXKJFZQQPQGTFL-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0732	MS5009_N-Acetyl-L-Isoleucine	241.2	SXQFCVDSOLSHOQ-UWTATZPHSA-N	positive
ACMG_aqC18_POS_0733	LO34_3-(3-Hydroxyphenyl)propionic Acid	241.2	SOWBFZRMHSNYGE-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0734	LO305_Dihydroferulic acid	241.8	KIDHWZJUCRJVML-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0735	LO305_Quinoline-4,8-diol	241.8	PHTQWCKDNZKARW-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0736	LO319_N-Formylphenylalanine	242.10000000000002	QPRQEDXDYOZYLA-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0737	MS5208_Taxifolin	242.4	AMQJEAYHLZJPGS-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0738	LO18_N-Acetyl-L-leucine	242.4	ROWKJAVDOGWPAT-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0739	LO68_4-hydroxy-3-methylbenzoic acid	242.4	DNSISZSEWVHGLH-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0740	LO05_p-Coumaric acid	242.7	FXHOOIRPVKKKFG-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0741	LO484_2-Octenedioic acid	243.0	QPUYECUOLPXSFR-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0742	MS5001_3,4,5-Trimethoxybenzyl alcohol	243.0	SEKGMJVHSBBHRD-WZHZPDAFSA-M	positive
ACMG_aqC18_POS_0743	MS5020_Piperonyl alcohol	243.0	DMBUODUULYCPAK-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0744	LO33_2'-Deoxycytidine monohydrate	243.0	XDSPGKDYYRNYJI-IUPFWZBJSA-N	positive
ACMG_aqC18_POS_0745	LO66_7-Hydroxycoumarin	243.0	HELXLJCILKEWJH-NCGAPWICSA-N	positive
ACMG_aqC18_POS_0746	LO314_4-Hydroxyphenyl-2-propionic acid	243.29999999999998	DCXXMTOCNZCJGO-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0747	LIM3302_3-Phenyllactic acid 	243.59999999999997	HCMSIGALSOEZRW-WIMNQIPBSA-N	positive
ACMG_aqC18_POS_0748	MS5003_Cyclohexanone	243.59999999999997	CLJLWABDLPQTHL-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0749	LO11_D-Pantethine	243.59999999999997	SGHZXLIDFTYFHQ-UHFFFAOYSA-L	positive
ACMG_aqC18_POS_0750	LO308_4-Hydroxycinnamic acid	244.20000000000002	ACFIXJIJDZMPPO-NNYOXOHSSA-N	positive
ACMG_aqC18_POS_0751	LIM3302_Indole-3-lactic acid	244.20000000000002	XJLXINKUBYWONI-NNYOXOHSSA-O	positive
ACMG_aqC18_POS_0752	LIM3304_2-Hydroxyhexanoic acid	244.20000000000002	SQHUGNAFKZZXOT-QXAJUEOOSA-N	positive
ACMG_aqC18_POS_0753	MS5210_Gibberellin A3	244.20000000000002	SUOVMGLZSOAHJY-YEYBIBAWSA-N	positive
ACMG_aqC18_POS_0754	MS5002_Piceatannol	244.20000000000002	UDXANBFMQUOKTQ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0755	LO23_DL-3-Phenyllactic acid	244.20000000000002	IMQLKJBTEOYOSI-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0756	LO302_2-Aminooctanoic acid	244.8	XUFXOAAUWZOOIT-UGEKTDRHSA-N	positive
ACMG_aqC18_POS_0757	LO316_1,3-Dihydro-(2H)-indol-2-one	244.8	AFPLNGZPBSKHHQ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0758	LL243_Hexanoylcarnitine	245.39999999999998	UHUSDOQQWJGJQS-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0759	MS5213_Glycerol triacetate	245.39999999999998	ITVGXXMINPYUHD-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0760	MS5036_2,3,5,6-Tetramethylpyrazine	245.39999999999998	ARGKVCXINMKCAZ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0761	MS5040_1-Phenyl-1,2-propanedione	245.39999999999998	QEVHRUUCFGRFIF-MDEJGZGSSA-N	positive
ACMG_aqC18_POS_0762	LO25_N-Acetyl-L-phenylalanine	245.39999999999998	GZSOSUNBTXMUFQ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0763	LO49_N-Acetyl-L-tryptophan	245.39999999999998	SJDMTGSQPOFVLR-ZPQCIJQQSA-N	positive
ACMG_aqC18_POS_0764	MS5001_Oxyresveratrol	245.7	FPVVYTCTZKCSOJ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0765	LO488_Indolelactic acid	245.99999999999997	CWBZAESOUBENAP-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0766	LO489_Phenyllactic acid	245.99999999999997	DFPMSGMNTNDNHN-ZPHOTFPESA-N	positive
ACMG_aqC18_POS_0767	MS5034_Acetovanillone	245.99999999999997	GFEGEDUIIYDMOX-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0768	MS5040_4-Methylhippuric acid	245.99999999999997	YQDJMFFVPVZWNK-DHUJRADRSA-N	positive
ACMG_aqC18_POS_0769	LO310_L,L-Cyclo(leucylprolyl)	246.60000000000002	LLJFMFZYVVLQKT-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0770	MS5038_3-Phenyllactic acid	246.60000000000002	VYGQUTWHTHXGQB-FFHKNEKCSA-N	positive
ACMG_aqC18_POS_0771	LO35_Ferulic Acid	246.9	IECPWNUMDGFDKC-MZJAQBGESA-N	positive
ACMG_aqC18_POS_0772	MS5015_Phenylglyoxal	247.20000000000002	QWIZNVHXZXRPDR-WSCXOGSTSA-N	positive
ACMG_aqC18_POS_0773	MS5021_Ethyl 2-methylacetoacetate 	247.20000000000002	BHTRKEVKTKCXOH-LBSADWJPSA-N	positive
ACMG_aqC18_POS_0774	LO12_Homoveratrumic acid	247.20000000000002	SEBFKMXJBCUCAI-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0775	LO35_2-Methoxybenzoic acid	247.20000000000002	RFKITWRHKUYMRJ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0776	MS5016_2-Acetylhydroquinone	247.5	XUCIJNAGGSZNQT-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0777	LO62_Suberic acid	247.79999999999998	QGJZLNKBHJESQX-FZFNOLFKSA-N	positive
ACMG_aqC18_POS_0778	LIM3302_N-Acetyltryptophan	248.39999999999998	IKIIZLYTISPENI-UNJWAJPSSA-N	positive
ACMG_aqC18_POS_0779	MS5023_Raspberry ketone	248.39999999999998	DKHGMERMDICWDU-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0780	MS5033_Sinapic acid	248.39999999999998	SGKRLCUYIXIAHR-AKNGSSGZSA-N	positive
ACMG_aqC18_POS_0781	MS5048_2-Acetyl-5-methylfuran	248.39999999999998	CVAVMIODJQHEEH-UHFFFAOYSA-O	positive
ACMG_aqC18_POS_0782	LO481_3-Hydroxydecanedioic acid	249.00000000000003	FVWJYYTZTCVBKE-ROUWMTJPSA-N	positive
ACMG_aqC18_POS_0783	LIM3308_Suberic acid	249.00000000000003	TVZGACDUOSZQKY-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0784	LO308_3-Phenylpropionylglycine	249.60000000000002	IOUVKUPGCMBWBT-QNDFHXLGSA-N	positive
ACMG_aqC18_POS_0785	MS5045_3-Anisyl alcohol	249.60000000000002	AEDDIBAIWPIIBD-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0786	LO319_Hexanoylglycine	250.2	CFZXDJWFRVEWSR-BUHFOSPRSA-N	positive
ACMG_aqC18_POS_0787	LO320_Suberic acid	250.2	HKEAFJYKMMKDOR-VPRICQMDSA-N	positive
ACMG_aqC18_POS_0788	LO320_Tyrosol	250.2	FJLGEFLZQAZZCD-MCBHFWOFSA-N	positive
ACMG_aqC18_POS_0789	LO49_H-Phe-Phe-OH	250.2	NBMKJKDGKREAPL-DVTGEIKXSA-N	positive
ACMG_aqC18_POS_0790	LIM3301_Aspirin	250.5	KEYWXKLGZZGHMT-ISLYRVAYSA-N	positive
ACMG_aqC18_POS_0791	MS5204_Naringin	250.79999999999998	MEFKEPWMEQBLKI-AIRLBKTGSA-O	positive
ACMG_aqC18_POS_0792	MS5015_Hexanamide	250.79999999999998	JUVIOZPCNVVQFO-HBGVWJBISA-N	positive
ACMG_aqC18_POS_0793	LO24_3-(2-Hydroxyphenyl)propionic acid	250.79999999999998	UREBDLICKHMUKA-DVTGEIKXSA-N	positive
ACMG_aqC18_POS_0794	LO32_3-Hydroxycinnamic acid	250.79999999999998	UREBDLICKHMUKA-CXSFZGCWSA-N	positive
ACMG_aqC18_POS_0795	LO55_Indole-3-carboxylic acid	250.79999999999998	SPIUTQOUKAMGCX-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0796	LO56_Rutin	250.79999999999998	LPTITAGPBXDDGR-IBEHDNSVSA-N	positive
ACMG_aqC18_POS_0797	MS5046_Acetylphloroglucinol	251.40000000000003	MAYCICSNZYXLHB-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0798	MS5027_Veratric acid	252.0	QYSXJUFSXHHAJI-YRZJJWOYSA-N	positive
ACMG_aqC18_POS_0799	LO62_Melatonine	252.0	FIHJKUPKCHIPAT-AHIGJZGOSA-N	positive
ACMG_aqC18_POS_0800	LO48_2,4-Dihydroxyacetophenone	252.6	HLIAVLHNDJUHFG-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0801	LO65_Rosmarinic acid	252.6	LSQZJLSUYDQPKJ-NJBDSQKTSA-N	positive
ACMG_aqC18_POS_0802	LO482_Indole-3-carboxylic acid	253.2	OIGNJSKKLXVSLS-VWUMJDOOSA-N	positive
ACMG_aqC18_POS_0803	MS5039_Ethyl vanillin	253.2	JYTUSYBCFIZPBE-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0804	LO12_Benzyladenine	253.2	MLKXDPUZXIRXEP-MFOYZWKCSA-N	positive
ACMG_aqC18_POS_0805	MS5038_3-(2-Furyl)Acrolein	253.49999999999997	CWVRJTMFETXNAD-JUHZACGLSA-N	positive
ACMG_aqC18_POS_0806	MS5036_Syringol	253.8	XQFRJNBWHJMXHO-RRKCRQDMSA-N	positive
ACMG_aqC18_POS_0807	LO487_Cinnamoylglycine	254.4	NYGZLYXAPMMJTE-UHFFFAOYSA-M	positive
ACMG_aqC18_POS_0808	LIM3313_Indole-3-carboxaldehyde	254.4	ZRVUJXDFFKFLMG-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0809	MS5031_Pentoxifylline	254.4	OCQDPIXQTSYZJL-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0810	MS5046_Metyrosine	254.4	LTFMZDNNPPEQNG-KVQBGUIXSA-N	positive
ACMG_aqC18_POS_0811	LO13_Indole-3-acetic acid	254.4	IXORZMNAPKEEDV-OBDJNFEBSA-N	positive
ACMG_aqC18_POS_0812	LO307_Cinnamoylglycine	255.0	SERLAGPUMNYUCK-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0813	LIM3311_Indole-3-acetic acid	255.0	PVXPPJIGRGXGCY-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0814	MS5014_4-Acetylresorcinol	255.0	UJVLDDZCTMKXJK-WNHSNXHDSA-N	positive
ACMG_aqC18_POS_0815	MS5031_6-Methoxynicotinic acid	255.0	XHCADAYNFIFUHF-TVKJYDDYSA-N	positive
ACMG_aqC18_POS_0816	MS5035_3,5-Dimethoxyphenol	255.0	RPWFJAMTCNSJKK-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0817	LIM3312_Indole-3-acetic acid	255.29999999999998	XUFQPHANEAPEMJ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0818	LO301_Indoleacetic acid	255.6	WZKXBGJNNCGHIC-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0819	LO303_8-Hydroxyoctanoic acid	255.6	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0820	LO490_Indole-3-aldehyde	255.6	IVOMOUWHDPKRLL-KQYNXXCUSA-N	positive
ACMG_aqC18_POS_0821	LO486_Pipecolic acid	256.2	QGNJRVVDBSJHIZ-AQDFTDIISA-N	positive
ACMG_aqC18_POS_0822	MS5210_Neohesperidin	256.2	YWJXCIXBAKGUKZ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0823	LO20_Tryptophol	256.2	QGBRLVONZXHAKJ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0824	LO482_2-Methyl-3-hydroxybutyric acid	256.8	IDONYWHRKBUDOR-IBEHDNSVSA-N	positive
ACMG_aqC18_POS_0825	LO483_4-Hydroxyphenylpyruvic acid	256.8	OELFLUMRDSZNSF-YJEKIOLLSA-N	positive
ACMG_aqC18_POS_0826	LO487_Indole-3-acetic acid	256.8	PYGXAGIECVVIOZ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0827	MS5021_o-Vanillin	256.8	BDXAHSJUDUZLDU-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0828	MS5037_Vanillin methyl ether	257.1	XVULBTBTFGYVRC-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0829	LIM3313_3-(2-Hydroxyethyl)indole	257.4	NEUSVAOJNUQRTM-UHFFFAOYSA-N  	positive
ACMG_aqC18_POS_0830	MS5203_Phloridzin	257.4	CXQWRCVTCMQVQX-LSDHHAIUSA-N	positive
ACMG_aqC18_POS_0831	MS5027_2-n-Butoxyethanol	257.4	TXDUTHBFYKGSAH-SFHVURJKSA-N	positive
ACMG_aqC18_POS_0832	LO61_Resveratrol	257.4	RSWGJHLUYNHPMX-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0833	MS5001_4-Nitrophenol	258.59999999999997	UYXTWWCETRIEDR-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0834	LO33_2-(4-Methoxyphenyl)acetic acid	259.8	HCZKYJDFEPMADG-TXEJJXNPSA-N	positive
ACMG_aqC18_POS_0835	MS5022_Propyl gallate	261.0	YXOLAZRVSSWPPT-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0836	MS5013_α-Methyl-cinnamic acid	261.3	AFSDNFLWKVMVRB-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0837	MS5035_5,7-Dihydroxy-4-methylcoumarin 	261.6	MBNGWHIJMBWFHU-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0838	LO61_α-D-Galactose-1-phosphate Dipotassium Pentahydrate	261.6	SXYIRMFQILZOAM-HVNFFKDJSA-N	positive
ACMG_aqC18_POS_0839	MS5012_Diethyl malonate	262.2	KEVYVLWNCKMXJX-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0840	MS5019_Trimethylacetic acid	262.2	WTTJVINHCBCLGX-ZDVGBALWSA-N	positive
ACMG_aqC18_POS_0841	LO51_Coumarin	262.2	IQDXAJNQKSIPGB-HQSZAHFGSA-N	positive
ACMG_aqC18_POS_0842	LL124_Heptanoic acid	262.8	XGFDHKJUZCCPKQ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0843	LO56_Myricetin	262.8	HUEBIMLTDXKIPR-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0844	MS5208_Diosmin	264.0	NRPKURNSADTHLJ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0845	MS5003_Furfuryl acetate	264.0	DOIRQSBPFJWKBE-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0846	MS5036_3-Methoxyphenylacetic acid	264.6	DNXHEGUUPJUMQT-CBZIJGRNSA-N	positive
ACMG_aqC18_POS_0847	MS5022_5,6,7,8-Tetrahydroquinoxaline	265.2	RGLYKWWBQGJZGM-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0848	LO10_Methyl Vanillate	265.2	MOTZDAYCYVMXPC-UHFFFAOYSA-N  	positive
ACMG_aqC18_POS_0849	LO10_Phenethyl alcohol	265.2	ZGIGZINMAOQWLX-NCZFFCEISA-N	positive
ACMG_aqC18_POS_0850	LO50_3-Indoleacetonitrile	265.79999999999995	YZWRNSARCRTXDS-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0851	MS5021_Ethyl Propionate	266.40000000000003	MMKRHZKQPFCLLS-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0852	MS5042_Vanillin acetate	266.40000000000003	XIUXKAZJZFLLDQ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0853	MS5205_Naringin dihydrochalcone	267.0	ZAZKJZBWRNNLDS-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0854	LO321_3-Indoleacetonitrile	267.6	JNDDPBOKWCBQSM-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0855	LO08_3-Methyloxindole	267.6	CJPNOLIZCWDHJK-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0856	MS5007_Terpin	268.2	PWWCDTYUYPOAIU-FLIBITNWSA-N	positive
ACMG_aqC18_POS_0857	LO59_Valproic Acid	268.2	GHBFNMLVSPCDGN-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0858	MS5045_Dehydroacetic acid	268.5	URAYPUMNDPQOKB-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0859	LIM3312_Octanoic acid	268.8	IAFQYUQIAOWKSB-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0860	MS5010_Dimethyl adipate	268.8	UQDUPQYQJKYHQI-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0861	LO20_Caprylic acid	268.8	XPQPWPZFBULGKT-UHFFFAOYSA-N  	positive
ACMG_aqC18_POS_0862	LO46_2-Methylheptanoic Acid	268.8	RGXWDWUGBIJHDO-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0863	MS5011_Diethyl succinate	269.40000000000003	HIGQPQRQIQDZMP-DHZHZOJOSA-N	positive
ACMG_aqC18_POS_0864	MS5027_Furfural acetone	269.40000000000003	KGEKLUUHTZCSIP-HOSYDEDBSA-N	positive
ACMG_aqC18_POS_0865	LO306_Isocaproic acid	270.0	UWKAYLJWKGQEPM-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0866	MS5201_Methylpentanoic acid	270.0	HIGQPQRQIQDZMP-FLIBITNWSA-N	positive
ACMG_aqC18_POS_0867	MS5208_Glucose pentaacetate	270.0	PSQYTAPXSHCGMF-BQYQJAHWSA-N	positive
ACMG_aqC18_POS_0868	MS5018_3-Methylvaleric acid	270.0	YJCJVMMDTBEITC-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0869	LIM3310_1-Indoleacetic acid	270.59999999999997	YRHYCMZPEVDGFQ-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0870	MS5020_Methyl butyrate	270.59999999999997	BYEVBITUADOIGY-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0871	MS5044_5-Methoxysalicylic acid	270.59999999999997	LSKONYYRONEBKA-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0872	LO61_Azelaic acid	270.59999999999997	PHXATPHONSXBIL-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0873	MS5202_Furosemide	271.8	YZRXRLLRSPQHDK-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0874	MS5014_Benzylsuccinic acid	271.8	KJIOQYGWTQBHNH-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0875	LO36_Lumichrome	272.4	PWKJMPFEQOHBAC-UHFFFAOYSA-N	positive
ACMG_aqC18_POS_0876	LL121_1,7-Dicarboxyheptane	273.59999999999997	IJXHLVMUNBOGRR-UHFFFAOYSA-N	positive
